t2m,year
25.24606,2000
24.59356,2000
24.0466,2000
25.84002,2000
26.86523,2000
26.67663,2000
26.69198,2000
26.36843,2000
25.7867,2000
26.7961,2000
26.97024,2000
27.3889,2000
27.30587,2000
27.3679,2000
27.6863,2000
26.46154,2000
27.8067,2000
27.79464,2000
26.3156,2000
24.84408,2000
24.58184,2000
25.28924,2000
26.26727,2000
25.94818,2000
26.4276,2000
25.9677,2000
23.21328,2000
22.69708,2000
22.98464,2000
23.6402,2000
25.10702,2000
26.22173,2000
24.93047,2000
24.666,2000
26.53246,2000
26.28027,2000
24.40856,2000
24.1742,2000
23.8659,2000
25.15765,2000
26.36706,2000
27.00237,2000
27.18517,2000
27.21905,2000
27.24557,2000
27.64892,2000
25.63207,2000
23.0714,2000
22.6403,2000
23.10668,2000
23.5073,2000
24.04824,2000
24.68,2000
25.8155,2000
26.07952,2000
25.83514,2000
25.68447,2000
26.36242,2000
27.1407,2000
27.2947,2000
26.71813,2000
25.7698,2000
25.65106,2000
26.3943,2000
26.68282,2000
27.22112,2000
25.99682,2000
23.55837,2000
23.60214,2000
23.27398,2000
23.20245,2000
22.7982,2000
22.87176,2000
22.9577,2000
24.22222,2000
25.4586,2000
25.68905,2000
26.16174,2000
24.2299,2000
24.34588,2000
24.52334,2000
24.77197,2000
25.0982,2000
25.68347,2000
25.18948,2000
24.60986,2000
25.7969,2000
26.8036,2000
24.74957,2000
24.69253,2000
25.17333,2000
25.29742,2000
23.47546,2000
23.10943,2000
22.97338,2000
23.16604,2000
23.50604,2000
24.22793,2000
24.2431,2000
24.87994,2000
24.9687,2000
25.24,2000
26.14727,2000
26.46136,2000
26.00002,2000
24.523,2000
23.71972,2000
23.29916,2000
23.8023,2000
25.74914,2000
25.0008,2000
23.79818,2000
22.14672,2000
21.76177,2000
21.91885,2000
21.4096,2000
21.63815,2000
22.27465,2000
22.5999,2000
23.2357,2000
24.2559,2000
24.7893,2000
24.8546,2000
24.95992,2000
24.96606,2000
24.4245,2000
25.67385,2000
23.11547,2000
22.3788,2000
21.30578,2000
21.0194,2000
20.28634,2000
20.17797,2000
20.69506,2000
20.42764,2000
21.01507,2000
21.9292,2000
23.52914,2000
21.75363,2000
19.41833,2000
19.21258,2000
19.94872,2000
20.2276,2000
19.85006,2000
19.93032,2000
19.93493,2000
21.89794,2000
21.91348,2000
20.3001,2000
19.90527,2000
19.84698,2000
20.70916,2000
19.73406,2000
19.83386,2000
20.11523,2000
20.60986,2000
20.29223,2000
19.82717,2000
20.46502,2000
21.2968,2000
21.62185,2000
21.30328,2000
21.2536,2000
21.2685,2000
20.67834,2000
20.92718,2000
21.35494,2000
21.01235,2000
20.8666,2000
21.20257,2000
21.99032,2000
21.99676,2000
20.43997,2000
18.51342,2000
18.59615,2000
19.31426,2000
20.74822,2000
21.51037,2000
21.2307,2000
21.43945,2000
21.8734,2000
22.92748,2000
20.72515,2000
20.7212,2000
20.44726,2000
20.23397,2000
20.5268,2000
20.44268,2000
20.55212,2000
21.23214,2000
22.09622,2000
22.38995,2000
23.02197,2000
21.15923,2000
18.6874,2000
17.22735,2000
18.94952,2000
18.7918,2000
16.40557,2000
15.2863,2000
17.43743,2000
18.05657,2000
17.8957,2000
21.0766,2000
20.4633,2000
17.53784,2000
17.28735,2000
18.3388,2000
18.927,2000
18.75512,2000
17.55798,2000
18.70794,2000
18.98773,2000
19.40435,2000
20.7906,2000
21.20544,2000
18.70788,2000
17.5872,2000
17.5116,2000
19.71313,2000
21.49685,2000
22.71612,2000
20.2707,2000
18.75042,2000
16.41677,2000
16.68243,2000
17.5081,2000
19.1165,2000
18.9444,2000
20.20938,2000
19.3335,2000
18.66915,2000
19.966,2000
20.37127,2000
21.74676,2000
22.24572,2000
22.74935,2000
23.96008,2000
25.8328,2000
23.00048,2000
20.92175,2000
18.78683,2000
20.30593,2000
21.52517,2000
21.8715,2000
19.8494,2000
19.32235,2000
18.35485,2000
18.831,2000
19.14135,2000
19.9837,2000
20.16677,2000
20.69555,2000
21.2284,2000
23.03814,2000
23.53863,2000
23.7929,2000
23.4842,2000
24.78384,2000
22.34194,2000
20.62164,2000
21.1353,2000
22.99017,2000
23.39803,2000
23.84838,2000
22.8056,2000
22.00073,2000
24.55908,2000
20.1643,2000
18.20013,2000
19.03756,2000
20.46588,2000
21.0766,2000
21.76815,2000
21.7437,2000
22.4092,2000
24.11562,2000
24.21966,2000
24.41454,2000
21.89846,2000
21.41973,2000
21.0998,2000
22.5589,2000
24.3309,2000
24.50546,2000
26.18334,2000
26.688,2000
24.059,2000
24.1834,2000
24.84005,2000
25.5867,2000
26.13726,2000
24.90637,2000
25.73443,2000
25.25857,2000
24.80627,2000
26.80255,2000
26.24276,2000
25.64575,2000
25.8627,2000
26.8732,2000
24.09747,2000
21.3138,2000
21.69747,2000
22.58233,2000
23.0669,2000
23.8363,2000
24.4774,2000
23.17275,2000
24.32186,2000
23.5325,2000
22.56747,2000
22.66317,2000
23.39935,2000
24.35418,2000
23.70004,2000
25.26116,2000
26.67556,2000
24.00222,2000
22.09826,2000
22.91918,2000
23.34307,2000
22.66485,2000
23.11477,2000
24.8957,2000
24.6232,2000
23.97875,2000
24.26794,2000
26.26324,2000
26.55392,2000
23.63244,2000
24.05493,2000
25.8559,2000
27.19128,2000
25.42697,2000
23.31365,2000
23.1164,2000
24.96783,2000
26.42315,2000
25.51956,2000
23.44937,2000
23.6549,2000
24.4798,2000
25.33926,2000
25.4959,2000
25.0393,2000
26.1386,2000
26.59472,2000
26.47805,2000
27.1655,2000
27.66345,2000
23.44778,2000
21.57528,2000
22.32784,2000
23.5158,2000
24.4591,2000
25.9912,2000
27.18426,2000
27.14776,2000
27.48596,2000
27.18008,2000
28.11288,2000
27.87435,2000
27.20086,2000
27.89367,2000
26.32113,2000
24.18176,2001
24.23962,2001
23.93163,2001
25.4638,2001
26.3614,2001
27.657,2001
28.263,2001
28.31518,2001
27.54577,2001
27.76492,2001
28.31826,2001
27.1557,2001
26.59402,2001
26.41558,2001
26.25756,2001
26.9303,2001
26.8787,2001
27.636,2001
28.2022,2001
26.7288,2001
25.84948,2001
25.67492,2001
25.99728,2001
26.4312,2001
27.21288,2001
28.14196,2001
27.4106,2001
27.93405,2001
28.35763,2001
26.92047,2001
26.9315,2001
26.93606,2001
27.9865,2001
28.541,2001
28.20748,2001
27.2933,2001
27.77416,2001
26.7008,2001
26.776,2001
27.08282,2001
27.85958,2001
28.39102,2001
28.84417,2001
27.81582,2001
27.63372,2001
28.9309,2001
28.5592,2001
27.2097,2001
27.95718,2001
28.0779,2001
27.67446,2001
27.30587,2001
27.29022,2001
27.87145,2001
27.89587,2001
27.97677,2001
27.34124,2001
27.05544,2001
25.74087,2001
25.85635,2001
26.12997,2001
26.3748,2001
26.50176,2001
27.1541,2001
27.37267,2001
28.3311,2001
26.88546,2001
26.39547,2001
25.93774,2001
25.09545,2001
25.33566,2001
26.636,2001
27.0629,2001
27.18694,2001
27.23968,2001
26.8288,2001
26.55496,2001
27.76437,2001
27.09896,2001
26.64803,2001
27.86633,2001
28.28613,2001
28.42108,2001
27.04876,2001
27.75573,2001
27.3261,2001
26.0535,2001
25.6565,2001
24.35296,2001
24.91015,2001
26.17996,2001
26.4653,2001
25.5849,2001
25.0993,2001
25.4382,2001
27.0465,2001
26.6242,2001
25.08148,2001
25.0684,2001
26.37805,2001
26.57247,2001
24.89013,2001
23.82812,2001
23.64492,2001
23.74478,2001
24.00448,2001
24.3577,2001
23.89126,2001
24.5697,2001
25.7367,2001
26.60873,2001
26.70257,2001
27.3747,2001
27.27493,2001
26.89724,2001
25.66912,2001
25.83746,2001
26.37182,2001
26.59582,2001
25.66296,2001
25.66992,2001
26.6211,2001
26.6681,2001
25.77535,2001
22.2143,2001
21.6377,2001
21.93505,2001
21.98947,2001
21.6305,2001
23.643,2001
23.8658,2001
22.84057,2001
21.7464,2001
20.6185,2001
20.37023,2001
20.55282,2001
22.33853,2001
22.07202,2001
21.24563,2001
21.30377,2001
21.71935,2001
21.65695,2001
21.92803,2001
21.44918,2001
21.08386,2001
21.98718,2001
22.3347,2001
23.6693,2001
23.7534,2001
23.3822,2001
22.7323,2001
23.26946,2001
23.23943,2001
23.422,2001
23.8784,2001
23.34478,2001
23.85296,2001
23.24517,2001
22.93435,2001
22.80963,2001
22.64834,2001
22.03427,2001
22.05386,2001
22.05605,2001
22.23266,2001
22.86962,2001
24.08355,2001
23.9361,2001
21.6854,2001
21.3282,2001
22.06252,2001
20.04153,2001
19.04858,2001
19.84332,2001
21.25173,2001
22.46502,2001
22.52807,2001
20.0531,2001
18.6377,2001
19.6343,2001
20.0106,2001
19.97482,2001
20.3742,2001
20.82812,2001
21.23272,2001
21.13275,2001
21.02636,2001
21.4362,2001
21.27447,2001
21.26147,2001
21.5659,2001
22.28158,2001
20.6918,2001
19.1574,2001
18.9846,2001
19.6488,2001
21.50756,2001
21.66714,2001
22.7562,2001
23.40954,2001
23.94457,2001
24.11837,2001
21.4584,2001
19.027,2001
20.13638,2001
21.4693,2001
23.23647,2001
22.90215,2001
18.39575,2001
18.28234,2001
19.65463,2001
20.31387,2001
20.64367,2001
21.2563,2001
21.61877,2001
21.45654,2001
20.75897,2001
20.58526,2001
20.53735,2001
20.23425,2001
21.27618,2001
20.79406,2001
20.86953,2001
20.30392,2001
20.8943,2001
21.13146,2001
20.49172,2001
20.83477,2001
20.883,2001
21.66784,2001
22.46383,2001
21.864,2001
21.1493,2001
21.37295,2001
21.7799,2001
22.67578,2001
23.7881,2001
24.1603,2001
24.60607,2001
23.74963,2001
23.49606,2001
23.6967,2001
23.95587,2001
23.9687,2001
23.84304,2001
23.76806,2001
23.857,2001
22.17574,2001
21.62985,2001
20.57675,2001
20.72024,2001
22.02276,2001
22.10687,2001
20.98626,2001
20.31054,2001
21.57238,2001
21.43975,2001
21.95355,2001
20.12432,2001
18.1622,2001
18.60452,2001
19.596,2001
20.29418,2001
21.1582,2001
20.9217,2001
20.6071,2001
22.27108,2001
24.20196,2001
24.64373,2001
21.20626,2001
20.7213,2001
20.7498,2001
21.28967,2001
23.26187,2001
25.35876,2001
23.85302,2001
22.9605,2001
22.29894,2001
21.23986,2001
20.607,2001
20.10992,2001
20.32873,2001
22.59704,2001
23.2621,2001
23.1701,2001
22.21642,2001
22.0372,2001
22.13137,2001
21.7739,2001
21.86334,2001
22.2509,2001
22.93627,2001
21.73327,2001
21.89047,2001
21.08148,2001
21.95568,2001
21.58557,2001
21.68884,2001
21.7774,2001
21.59445,2001
22.43093,2001
23.85034,2001
24.8048,2001
23.66583,2001
22.20928,2001
21.8966,2001
20.6093,2001
19.9413,2001
20.7873,2001
22.35305,2001
24.4843,2001
25.0289,2001
23.09393,2001
23.79104,2001
25.62963,2001
23.3391,2001
22.36608,2001
23.14578,2001
25.17315,2001
23.99893,2001
23.65536,2001
22.59176,2001
23.4646,2001
24.1244,2001
24.79418,2001
26.03048,2001
26.43682,2001
26.77798,2001
25.84417,2001
25.29562,2001
26.64294,2001
25.6983,2001
24.28686,2001
25.38464,2001
24.9221,2001
23.2212,2001
23.20776,2001
23.8571,2001
24.6535,2001
26.27484,2001
27.09954,2001
26.24267,2001
26.47827,2001
24.9271,2001
25.44512,2001
26.22427,2001
26.12036,2001
24.5011,2001
24.36498,2001
23.28582,2001
24.11755,2001
25.61395,2001
26.18176,2001
25.95406,2001
25.94708,2001
27.79757,2001
27.39453,2001
23.04608,2001
22.41183,2001
22.55917,2001
23.7105,2001
24.85412,2001
25.20886,2001
24.2116,2001
24.53646,2001